#{"t_start": 1685734233.8941262, "env_id": null}
32928,124,606.873329
11149,47,606.964696
11315,48,607.051545
11315,48,607.138881
20265,88,607.292261
26229,114,609.387096
31999,167,609.643977
27215,128,609.850935
11315,48,609.93371
42779,114,610.11024
20099,87,610.24744
32706,125,610.448421
60771,192,610.752832
31999,167,611.022361
11315,48,611.109585
25867,85,611.252204
11149,47,611.337038
20265,88,611.487201
13865,74,611.617908
21122,76,611.750552
36741,110,611.939613
25685,83,612.078951
74526,278,612.511399
148754,373,614.965872
36948,125,615.161855
20104,87,615.305472
27215,128,615.505965
20265,88,615.647651
11315,48,615.728973
11315,48,615.80879
11315,48,615.889612
30519,106,616.062149
32331,101,616.234689
11144,47,616.317439
-16171033,5710,630.583979
54985,206,630.898819
63810,182,631.191673
31999,167,631.460157
27215,128,631.670668
20265,88,631.832263
25735,85,631.97887
25591,85,632.129974
80494,183,632.434776
11159,47,632.520576
20265,88,632.674267
40265,125,632.881852
11315,48,634.860888
51295,166,635.119261
96215,425,635.760301
38033,164,636.023659
57421,155,636.27558
26497,74,636.403778
48026,158,636.659736
47904,159,636.915735
27044,127,637.124301
25735,85,637.279685
11149,47,637.363006
27215,128,637.572984
25563,85,637.716235
78243,518,640.400905
26949,73,640.522578
27044,127,640.723015
55879,205,641.032269
43758,155,641.270885
11149,47,641.348741
27215,128,641.553359
77105,194,641.848741
11144,47,641.936536
32165,168,642.207837
112101,332,642.728851
-181779,993,646.12674
32889,124,646.326919
27049,127,646.521591
56506,143,646.740518
52589,205,647.059685
11315,48,647.14394
60120,139,647.37791
11149,47,647.466673
36065,248,647.86125
11315,48,647.948988
20265,88,648.102152
24878,85,648.248795
11154,47,648.340086
20265,88,650.348168
11315,48,650.42752
53006,180,650.704756
20094,87,650.845012
11315,48,650.925424
55641,157,651.1698
36328,232,651.526531
66599,182,651.817715
20094,87,651.963862
38111,165,652.227259
33599,193,652.532503
20094,87,652.685097
83584,258,653.091851
37223,156,653.346853
20099,87,653.496482
49470,214,655.695534
20099,87,655.840846
48288,165,656.099254
43178,119,656.289339
-5960161,3591,665.457862
25793,85,665.594192
20099,87,665.738367
283672,566,666.570432
42920,197,666.881732
31999,167,667.15161
44376,113,667.339734
39973,205,667.659443
34694,112,667.849025
11149,47,667.927815
32165,168,668.219721
11315,48,668.300536
35015,288,670.654909
84279,260,671.045357
20099,87,671.182601
116295,379,671.754274
13428,72,671.879475
39589,124,672.081972
19127,96,672.242573
43904,140,672.478945
107389,392,673.094981
59497,241,673.482169
70531,269,675.789773
53044,244,676.167746
102912,232,676.517413
59425,230,676.862843
20099,87,677.003468
55425,203,677.30885
113960,235,677.679489
27044,127,677.885971
25252,85,678.034548
11154,47,678.116865
58721,249,678.51484
20094,87,678.669556
39161,124,680.781147
53423,187,681.077027
93182,546,681.916973
27049,127,682.12856
20265,88,682.284177
35115,208,682.614966
76217,435,683.311888
31049,207,683.645668
37593,126,683.868049
20265,88,684.037353
35015,288,686.376484
81349,170,686.637053
35894,247,687.013825
42345,111,687.200125
11149,47,687.276924
24919,85,687.42258
25690,83,687.564203
74186,324,688.068173
54172,152,688.319533
48035,276,688.754126
11149,47,688.838877
-197325,1221,692.542471
-401,487,693.305737
20265,88,693.452879
20265,88,693.610991
59665,140,693.84499
11149,47,693.933727
27215,128,694.143793
51064,273,696.487582
11149,47,696.561252
38885,153,696.805644
31999,167,697.066176
38519,125,697.268152
20099,87,697.405812
44535,486,698.167624
27215,128,698.382581
11315,48,698.468352
20265,88,698.621976
33715,194,698.950607
81509,237,699.338169
24645,76,699.479795
16644,73,701.494525
11213,472,702.196729
11149,47,702.279511
62695,215,702.616842
46871,166,702.883797
87396,490,703.65885
65535,202,703.991495
11144,47,704.075809
79114,278,704.529711
37965,234,706.853181
110601,415,707.46739
103727,334,707.965609
55248,141,708.186549
20109,87,708.332206
27215,128,708.537406
50581,278,708.971687
53894,283,709.41572
24869,85,709.56087
66016,253,711.829276
11149,47,711.908067
36065,248,712.286647
58749,205,712.599946
34949,207,712.923765
11315,48,713.010535
52147,236,713.382401
43781,117,713.57807
40404,155,713.824937
31794,327,714.336096
30121,107,714.518209
203467,524,717.202007
20099,87,717.348239
20265,88,717.490425
20265,88,717.63706
35115,208,717.956867
11315,48,718.036256
20265,88,718.181867
11315,48,718.266671
27215,128,718.481228
25210,85,718.62697
20104,87,718.786667
43565,234,719.157867
11144,47,719.240678
-4018368,3039,727.631969
31999,167,727.894802
92991,384,728.46948
44749,165,728.72859
20265,88,728.880837
36871,126,729.099256
31776,124,729.296819
27054,127,729.503769
11315,48,729.599055
63167,364,732.069454
20104,87,732.209675
20265,88,732.356876
57183,206,732.66774
81022,227,733.009957
22314,84,733.147153
77678,190,733.444358
64267,326,733.960663
20265,88,734.11578
11315,48,734.197594
37671,120,734.399696
35129,208,734.737683
8715,48,734.823456
42611,118,735.022432
48796,165,735.287307
20265,88,737.310763
45835,153,737.549306
10785,815,738.759566
20099,87,738.909266
38155,165,739.177672
197858,910,742.479541
20099,87,742.625711
25042,85,742.765847
33560,114,742.944424
72972,475,743.660611
38549,138,743.908514
27044,127,744.126007
16765,74,744.250702
11144,47,744.338035
20265,88,744.490601
13594,73,744.621438
59412,281,745.064413
20104,87,745.219137
38636,125,745.436212
29778,113,747.546063
55101,243,747.939458
104265,349,748.488168
11149,47,748.568986
51754,205,748.881722
34854,287,749.307851
43394,148,749.543787
305789,915,752.805017
20114,87,752.947175
26087,85,753.083898
53952,184,753.36874
164853,694,754.419804
20099,87,754.570057
11315,48,754.658823
42278,121,754.860906
56424,441,755.552782
114482,221,757.798392
91050,277,758.223511
107096,310,758.684611
11164,47,758.763401
-1192322,1928,763.578971
11149,47,763.658758
67785,245,764.031482
39581,124,764.225671
25569,84,764.366919
20099,87,764.5195
-93454021,12870,795.537614
29409,106,795.722629
11144,47,795.803417
20265,88,795.957599
33099,125,798.042651
11149,47,798.124
11315,48,798.201793
57392,190,798.490059
31994,167,798.748998
11315,48,798.830322
20265,88,798.977494
11315,48,799.057314
11315,48,799.137663
-939107,1964,803.942653
84331,236,804.312348
82065,156,804.571613
60141,170,804.850637
27044,127,805.059713
32165,168,805.340149
11315,48,805.433872
11315,48,805.51665
11315,48,805.60199
77005,362,806.169649
45400,112,808.268998
21901,76,808.388768
34949,207,808.699425
20265,88,808.837043
20265,88,808.972652
11315,48,809.050507
25939,84,809.181721
20099,87,809.312349
24485,77,809.432059
20099,87,809.567728
11315,48,809.64649
26175,85,809.788844
37857,164,810.04821
24071,72,810.166865
11149,47,810.243691
11315,48,810.319485
48321,245,810.689106
41119,136,810.910566
65145,169,811.180871
93509,267,813.460572
23191,83,813.597296
48061,165,813.854733
20265,88,813.99835
11315,48,814.078137
69845,319,814.557547
91394,268,814.96262
11149,47,815.054345
20265,88,815.206833
49158,145,815.441777
34596,116,815.631838
20094,87,815.774595
47881,204,816.096245
76872,271,818.430917
24238,76,818.566556
33104,124,818.780494
32165,168,819.062279
64981,206,819.381014
27044,127,819.580112
25779,85,819.714752
31999,167,819.969838
45610,187,820.271443
13428,72,820.395116
20099,87,820.550777
52120,205,820.876076
24753,84,821.02431
41316,203,821.343626
23191,83,821.48531
27696,156,823.621776
27044,127,823.822271
27215,128,824.022239
113345,438,824.677586
20099,87,824.834154
63684,271,825.262721
56642,159,825.518678
20114,87,825.665415
16587,73,825.794676
30683,153,826.049325
49384,192,826.356013
36565,101,826.528149
37297,126,826.737592
11315,48,826.817445
36952,126,828.895199
-34028,661,829.881155
31999,167,830.149596
51585,348,830.692297
11164,47,830.776077
74219,199,831.09595
31999,167,831.370219
20265,88,831.52046
60525,242,831.906065
24204,113,833.96348
52608,152,834.199914
37213,192,834.493748
57168,204,834.804572
64673,186,835.094014
42412,243,835.467186
84620,398,836.152932
27049,127,836.394338
25563,85,836.542427
25440,84,836.691036
51049,163,836.983643
20099,87,837.151274
11315,48,839.167642
36065,248,839.552721
27215,128,839.751696
20265,88,839.891863
11315,48,839.965696
80114,230,840.326299
35914,247,840.692581
63232,263,841.122848
59127,285,841.585848
27049,127,841.796344
20265,88,841.953469
37857,166,842.243797
34949,207,844.563027
20265,88,844.704679
56282,446,845.387628
34854,287,845.823116
20265,88,845.972716
11315,48,846.05151
72370,226,846.403929
11144,47,846.487277
71292,361,847.042389
21602,76,847.171342
41196,284,847.614091
122761,382,850.057403
20099,87,850.201585
178384,548,851.025702
146229,328,851.538432
122204,503,852.325195
24876,84,852.47517
27054,127,852.693122
11315,48,854.671315
232716,415,855.296335
35115,208,855.609208
27215,128,855.807307
146941,342,856.321073
26831,564,857.203651
46229,233,857.580927
35800,164,859.740083
11149,47,859.81842
59262,187,860.104791
21000,230,860.453431
11149,47,860.534242
62431,244,860.901985
11315,48,860.983332
37537,153,861.224285
34849,287,861.669523
20265,88,861.823061
27215,128,862.035033
89348,279,862.475825
32816,124,862.686739
49863,160,864.872857
11144,47,864.953613
35115,208,865.27186
11315,48,865.353213
20265,88,865.502804
36952,126,865.712255
89668,216,866.051541
25920,83,866.199307
46833,108,866.375985
73821,225,866.728159
19285,73,866.855044
41910,119,867.051197
38104,124,867.247211
107552,266,867.659166
75913,235,868.066857
55364,205,870.336895
20104,87,870.475552
91624,249,870.857011
36216,173,871.122866
39091,155,871.362205
41502,120,871.545229
31994,167,871.796647
57686,329,872.301406
81963,664,875.179443
54385,203,875.498662
72254,194,875.804927
11149,47,875.883257
22482,86,876.030392
11154,47,876.111747
27215,128,876.32681
46186,206,876.655607
32548,153,876.910925
64441,221,877.259736
76747,172,877.56549
102052,409,878.205885
29589,106,878.388587
47063,165,880.560995
31908,377,881.119159
24787,85,881.257325
90822,343,881.779888
11149,47,881.860705
65129,245,882.243031
20099,87,882.395655
27215,128,882.61068
28879,114,882.804192
53830,158,883.062414
-26077,789,886.161184
19699,407,886.797008
22199,78,886.930305
25233,112,887.123199
11149,47,887.199966
200332,740,888.358764
39496,147,888.602149
83387,493,891.252955
-26812,677,892.310628
27049,127,892.522553
49345,146,892.769459
11315,48,892.851781
11315,48,892.935529
42002,166,893.224821
94358,444,895.827562
20099,87,895.970744
20265,88,896.111943
138326,436,896.755497
24794,84,896.891266
20104,87,897.028497
-235,488,897.764745
40185,359,898.328745
27049,127,898.544244
31965,328,900.978644
11315,48,901.056478
11315,48,901.132105
51179,179,901.40785
11315,48,901.487666
32165,168,901.749502
30619,233,902.102075
85533,191,902.402837
41150,203,902.749947
58556,245,903.133543
80842,187,903.437366
29683,105,903.616795
90979,360,906.106613
24768,84,906.244242
11154,47,906.320641
34944,113,906.499698
60183,157,906.757239
32835,123,906.947868
128809,407,907.563523
16597,642,908.552565
25867,85,908.705718
20099,87,908.85392
11315,48,908.939659
59113,285,911.307037
34949,207,911.619519
32165,168,911.882849
36065,248,912.2869
128404,306,912.739552
27049,127,912.938656
-1479210,2199,918.084777
20114,87,918.251332
32165,168,918.527373
43379,151,918.781349
60764,149,919.031687
11149,47,919.117789
10815,448,921.709197
11315,48,921.787977
23853,445,922.467454
87665,265,922.879075
27049,127,923.085186
51766,206,923.413621
35115,208,923.74539
-235,488,926.384657
53375,273,926.8004
11149,47,926.882942
20265,88,927.025561
49389,165,927.282926
28709,117,927.469427
70694,323,927.959421
32004,167,928.23475
20265,88,928.393467
32165,168,928.665622
38453,198,928.9821
11149,47,929.072919
32165,168,929.341862
11315,48,929.419685
79167,427,931.968225
59239,204,932.289287
41360,312,932.768399
68895,249,933.150545
31999,167,933.422882
11315,48,933.508681
72933,319,934.006492
50411,188,934.313264
11164,47,934.400988
20265,88,934.55664
28535,99,934.733763
39410,123,936.820942
-229765,1038,938.342546
11154,47,938.419342
35760,193,938.735914
-13451,527,939.559586
38958,105,939.741175
20099,87,941.772254
11315,48,941.851047
49062,157,942.099708
23714,562,942.936732
38275,124,943.148814
35547,123,943.352854
56263,266,943.790421
-212872,884,947.02432
101813,226,947.36972
11315,48,947.455465
11315,48,947.536278
-125004,921,948.918382
28879,114,949.109048
34849,287,949.556111
49031,159,949.824396
11149,47,949.912542
32165,168,952.05462
42475,167,952.32989
11154,47,952.406713
27215,128,952.618753
11315,48,952.69953
10815,448,953.388914
16715,74,953.510589
76880,196,953.819397
38919,187,954.123156
64509,197,954.436917
35115,208,954.775559
11315,48,954.86438
42164,166,955.132986
51353,137,957.220589
11144,47,957.297416
20265,88,957.441037
64251,287,957.873767
56454,180,958.155087
47310,165,958.420543
-62539,804,959.647163
154874,335,960.174886
117869,355,962.591911
21349,113,962.771914
11144,47,962.849763
38853,125,963.047267
38271,192,963.340765
11149,47,963.423544
11315,48,963.507319
27011,155,963.76229
64974,322,964.2632
32004,167,964.536535
38105,134,964.762467
-401,487,967.409119
35115,208,967.725404
19315,74,967.845074
11144,47,967.93184
20265,88,968.072557
43169,118,968.26562
34949,207,968.592841
87645,320,969.098624
11149,47,969.180997
11315,48,969.264744
35115,208,969.595172
11315,48,969.678976
20265,88,969.831558
20265,88,969.984179
20265,88,970.138876
11315,48,970.222624
63109,222,972.476488
11149,47,972.552878
11315,48,972.630686
26987,118,972.816785
31799,327,973.310281
31057,118,973.495382
35894,247,973.864988
67349,320,974.356257
20099,87,974.50459
35015,288,974.955538
41601,284,975.407627
27049,127,975.624083
35115,208,977.812436
11315,48,977.892697
57119,154,978.133702
56151,141,978.354746
70357,316,978.857841
31994,167,979.128897
20265,88,979.280493
71458,172,979.553349
32772,124,979.756401
171465,384,980.35154
27215,128,980.565478
102950,279,982.888565
113178,285,983.318258
27049,127,983.518327
38602,125,983.70489
51645,226,984.067461
31999,167,984.34081
-13285,528,985.16451
68958,269,985.63507
27049,127,985.857049
26936,113,987.93252
60689,204,988.235713
29437,113,988.407732
24319,76,988.528409
11149,47,988.600282
90314,268,989.004904
11149,47,989.077737
38239,164,989.33006
31999,167,989.587375
25735,85,989.722985
61026,365,990.281121
58350,224,990.634284
19694,407,993.134762
32165,168,993.392073
35115,208,993.707984
35015,288,994.148315
61908,156,994.38369
11164,47,994.456463
11315,48,994.533286
11315,48,994.607061
31965,328,995.11533
27215,128,995.320782
71865,307,995.804492
45798,152,997.93098
69004,360,998.465709
34178,116,998.640216
25613,84,998.768905
33437,114,998.943434
50978,204,999.264576
48127,164,999.515938
34854,287,999.958889
26245,602,1000.891528
85788,307,1003.241243
20114,87,1003.386825
11315,48,1003.458662
29486,113,1003.637157
43204,164,1003.886523
20099,87,1004.021692
44731,164,1004.276071
27049,127,1004.476538
32165,168,1004.741857
78327,190,1005.043054
11149,47,1005.119847
37195,126,1005.321309
34854,287,1005.769653
71851,275,1008.077843
32165,168,1008.33413
20265,88,1008.469363
16815,88,1008.608502
11315,48,1008.68327
36065,248,1009.054939
11315,48,1009.131292
33113,117,1009.311316
72692,306,1009.771086
51770,243,1010.146649
11154,47,1010.223442
47783,166,1010.485292
19865,408,1011.124434
32165,168,1013.251394
11315,48,1013.328692
33380,635,1014.267284
27049,127,1014.470308
11315,48,1014.549098
32165,168,1014.805441
20265,88,1014.94607
11315,48,1015.023857
-13285,528,1015.834294
89472,227,1018.086018
70114,322,1018.57172
39060,124,1018.773181
137397,354,1019.29338
11164,47,1019.368159
57273,405,1019.99249
215956,353,1020.544639
-28501,567,1023.303893
20265,88,1023.437535
11315,48,1023.517327
20265,88,1023.656517
102528,291,1024.089904
74764,404,1024.688869
63467,498,1025.454957
55737,131,1025.664428
91274,397,1028.167235
47207,318,1028.637973
60165,196,1028.930259
27049,127,1029.120313
20265,88,1029.255435
21413,75,1029.378134
72717,204,1029.695287
31999,167,1029.955591
145534,258,1030.353699
41399,203,1030.681881
34949,207,1031.013038
49823,166,1031.274369
20265,88,1033.287476
42979,118,1033.467516
20094,87,1033.600195
43985,165,1033.848945
35115,208,1034.169152
11315,48,1034.248446
44437,325,1034.743122
129245,305,1035.212441
27049,127,1035.414925
25735,85,1035.551123
63290,144,1035.788668
18456,73,1035.908426
37562,124,1036.107894
35904,247,1038.370518
11315,48,1038.447349
10065,48,1038.525171
37305,106,1038.68372
27049,127,1038.87771
11315,48,1038.953097
43403,120,1039.135175
44453,231,1039.473244
37485,168,1039.722607
17922,548,1040.556894
48483,164,1040.818755
54023,442,1043.374223
23435,86,1043.511448
11154,47,1043.587252
77681,230,1043.93236
34949,207,1044.24606
89368,285,1044.686882
20099,87,1044.829501
11315,48,1044.909261
81955,203,1045.221458
11149,47,1045.300281
20265,88,1045.44589
39497,124,1045.650167
27049,127,1045.854648
19334,73,1045.975326
39978,205,1046.294473
92793,439,1048.845073
78376,269,1049.240981
34256,105,1049.399558
215622,396,1049.997555
20099,87,1050.139685
20265,88,1050.279315
51560,179,1050.556571
-131829,994,1053.949399
60275,285,1054.36897
37644,124,1054.555502
27054,127,1054.746963
27955,77,1054.864677
51494,153,1055.100048
27064,127,1055.30647
43347,193,1055.606291
27064,127,1055.809775
20265,88,1055.950994
36065,248,1056.339031
35115,208,1058.546342
32165,168,1058.796704
41153,246,1059.164385
133568,307,1059.635127
321183,711,1060.729939
25641,83,1060.873554
11149,47,1060.952343
124704,477,1063.570188
20099,87,1063.702833
62333,231,1064.050904
34944,207,1064.362043
11315,48,1064.437841
11315,48,1064.513668
35115,208,1064.832373
70851,212,1065.160694
27064,127,1065.362249
35115,208,1065.685921
-150817,961,1069.02812
31965,328,1069.522394
81273,228,1069.870158
39844,124,1070.065606
113224,280,1070.50002
32641,125,1070.698088
13343,621,1073.533044
58473,152,1073.764397
34949,207,1074.072575
35115,208,1074.383771
26915,368,1074.941327
35115,208,1075.265489
68879,735,1076.396817
42285,243,1078.65455
55760,285,1079.079038
31965,328,1079.572584
20265,88,1079.707788
19865,408,1080.325653
20265,88,1080.467268
11315,48,1080.548054
11315,48,1080.631802
84253,892,1083.856976
19168,72,1083.967649
121253,204,1084.278328
35599,152,1084.515788
106909,274,1084.938224
67664,190,1085.234432
25724,83,1085.370042
45086,141,1085.597434
217510,552,1086.449535
34949,207,1088.657549
66163,479,1089.369732
32165,168,1089.627076
54117,204,1089.951905
60411,244,1090.325414
53158,239,1090.696453
47094,364,1091.288375
-82420,842,1094.520654
11315,48,1094.60141
25563,85,1094.749043
20099,87,1094.901212
61081,445,1095.601701
-19138,793,1098.737103
-171740,958,1100.194073
11149,47,1100.27305
-45385,608,1101.221703
70026,190,1101.538904
64569,172,1101.828328
18060,706,1104.804931
39450,192,1105.106748
11149,47,1105.186531
31965,328,1105.685988
32905,114,1105.875046
19865,408,1106.49947
20265,88,1106.650133
-28335,568,1109.392927
32165,168,1109.653862
-313793,1074,1111.271421
-86040,881,1114.5023
20265,88,1114.644951
35115,208,1114.961759
79104,189,1115.24853
35914,247,1115.619771
33743,599,1116.571945
24799,73,1116.703194
20094,87,1116.85981
71259,228,1119.101979
34125,116,1119.284213
31999,167,1119.535417
27215,128,1119.736972
75920,239,1120.114791
31999,167,1120.386711
80235,268,1120.808284
21413,75,1120.943546
21087,474,1121.675414
20099,87,1121.830185
20265,88,1121.98278
35015,288,1124.338649
16715,74,1124.466312
31994,167,1124.72452
32165,168,1124.986482
39105,125,1125.182467
20099,87,1125.327177
11315,48,1125.414936
25252,85,1125.559455
34954,207,1125.879735
32165,168,1126.147249
10815,448,1126.84225
26915,368,1129.306249
32165,168,1129.564738
41902,113,1129.7453
11149,47,1129.824655
-231820,1037,1131.394788
72074,1009,1134.817254
266370,683,1135.848819
55406,204,1136.180152
111404,266,1136.608022
31814,327,1137.12811
56242,191,1137.447366
43243,119,1139.519549
20094,87,1139.664756
32003,126,1139.861711
11154,47,1139.9405
11315,48,1140.017777
75785,365,1140.57386
47591,195,1140.882175
48731,517,1141.710753
43886,164,1141.984537
34949,207,1142.318249
26915,368,1144.779708
20265,88,1144.927576
67543,233,1145.278795
27049,127,1145.476798
27196,193,1145.782583
98535,516,1146.584015
25322,112,1146.773939
110700,647,1149.661524
65549,283,1150.084053
-235,488,1150.809688
59714,187,1151.093035
-108701,727,1152.206001
-1392103,2500,1159.932024
21563,76,1160.054205
44777,357,1160.590306
20099,87,1160.723921
41612,474,1161.443473
102388,212,1161.776584
11164,47,1161.853378
11315,48,1161.934134
-133585,768,1165.001246
130609,420,1165.617603
32165,168,1165.870511
60871,246,1166.236656
40952,601,1167.170729
53001,197,1167.483892
31994,167,1167.753203
309938,664,1170.615959
39463,112,1170.793616
20099,87,1170.928286
-14631,722,1172.014451
70236,326,1172.526721
113101,387,1175.004472
41838,146,1175.227438
48939,128,1175.421975
31994,167,1175.672334
21933,73,1175.785567
15218,752,1176.922165
26749,367,1177.501849
55557,205,1177.829072
35904,247,1180.07632
57005,225,1180.415072
73619,284,1180.842637
78927,574,1181.697358
93501,316,1182.18873
33099,123,1182.386765
20099,87,1182.526896
24715,168,1182.802161
11315,48,1182.884967
142582,305,1185.221382
52048,360,1185.759142
32774,107,1185.930686
34944,207,1186.248805
50069,163,1186.504123
31999,167,1186.762463
49131,166,1187.030252
25939,84,1187.166455
31999,167,1187.428784
-749335,1368,1191.358626
-24669,682,1192.400396
59134,173,1192.679215
31999,167,1192.949493
11315,48,1194.900604
31225,851,1196.150836
94727,165,1196.399144
-410131,1235,1200.168051
21730,76,1200.287733
188751,416,1200.908355
68810,245,1201.285347
35015,288,1201.725145
57779,238,1202.094563
56062,324,1202.601241
-43350,761,1205.635268
35015,288,1206.057424
27215,128,1206.254892
25735,85,1206.392498
47126,165,1206.647846
130597,725,1207.766994
11149,47,1207.847777
20439,113,1209.91123
20099,87,1210.049857
11315,48,1210.126654
20265,88,1210.263258
38853,125,1210.455342
34849,287,1210.890834
20265,88,1211.032019
32165,168,1211.295287
65473,190,1211.585538
27049,127,1211.787001
11315,48,1211.866759
49140,245,1212.241472
86693,278,1212.67899
34944,207,1213.011639
46269,354,1215.414077
76414,346,1215.936377
52095,194,1216.242558
20099,87,1216.380163
32165,168,1216.643493
60321,178,1216.925302
11149,47,1217.002605
92687,320,1217.495908
34849,287,1217.94425
35015,288,1220.270198
37213,110,1220.446727
27044,127,1220.638215
36065,248,1221.009229
-28721,710,1222.087013
13714,73,1222.206694
27044,127,1222.414142
32165,168,1222.6804
93394,348,1225.11108
27064,127,1225.303101
31965,328,1225.789829
-22074,707,1226.852314
-116909,885,1230.106767
32165,168,1230.355106
41063,285,1230.776978
49409,188,1231.060292
27044,127,1231.260816
27215,128,1231.456846
27215,128,1231.65503
64918,247,1232.034756
19699,407,1232.672709
35115,208,1233.006817
53240,240,1235.251724
78666,381,1235.819337
20099,87,1235.954947
19865,408,1236.561103
20265,88,1236.708684
-13285,528,1237.513128
241430,605,1240.318671
57320,405,1240.934027
51018,313,1241.4039
59847,205,1241.71221
107124,315,1242.204891
62526,193,1242.514069
78590,289,1242.973002
109719,367,1245.419239
11149,47,1245.493047
27215,128,1245.685528
31965,328,1246.170803
38261,195,1246.470536
57558,205,1246.785693
20099,87,1246.928318
52013,300,1247.393101
67755,285,1247.842085
80846,345,1250.253989
11149,47,1250.328296
20265,88,1250.465993
11315,48,1250.545776
53945,286,1250.966376
37129,314,1251.436117
19699,407,1252.05503
70792,197,1252.362675
11149,47,1252.440009
21730,76,1252.565703
20094,87,1252.715303
71447,233,1253.089277
142180,434,1255.617118
56744,185,1255.896933
68529,425,1256.524263
65937,238,1256.88413
77700,239,1257.260607
11149,47,1257.33699
-34000,794,1260.426902
56189,122,1260.614965
34944,207,1260.922144
29029,114,1261.107649
57143,205,1261.42577
35115,208,1261.746005
75235,190,1262.041783
-167083,952,1265.387379
27049,127,1265.580835
11315,48,1265.653667
53320,277,1266.064597
11149,47,1266.144359
20265,88,1266.287975
32165,168,1266.549873
-250090,1043,1268.1508
63133,153,1270.272529
31999,167,1270.528843
20265,88,1270.66146
32165,107,1270.827611
114211,394,1271.410644
35115,208,1271.723755
36065,248,1272.096823
35115,208,1272.424943
11315,48,1272.502735
20265,88,1272.650312
200140,483,1275.282412
83277,226,1275.617054
-17268230,5955,1290.209438
11315,48,1290.286263
20265,88,1290.423898
61915,244,1290.787997
34849,287,1291.213992
35115,208,1291.584993
35115,208,1291.923065
68303,326,1292.437051
71238,290,1292.910974
11149,47,1293.000702
11315,48,1293.083828
38807,118,1293.288341
46443,108,1295.379356
19070,72,1295.492618
42335,164,1295.74458
76685,175,1296.021468
11164,47,1296.09584
25168,85,1296.231013
11154,47,1296.308101
20265,88,1296.447535
48863,244,1296.815094
37679,106,1296.980676
-5207580,3397,1305.966824
11149,47,1306.050109
37728,125,1306.253698
11154,47,1306.333116
24273,95,1306.493253
24789,84,1306.638895
24804,73,1306.76852
32358,105,1306.941658
11149,47,1307.025468
50967,164,1307.287337
11149,47,1307.371143
11315,48,1307.457434
26479,74,1307.58881
57272,161,1307.849739
24975,84,1307.995353
38776,124,1308.196064
27049,127,1308.40758
11315,48,1308.486402
11315,48,1308.571682
38034,119,1308.772781
20099,87,1310.774722
11315,48,1310.852058
20364,107,1311.026683
20099,87,1311.164413
20265,88,1311.309102
34925,98,1311.465685
25724,83,1311.605821
13699,73,1311.734084
65488,281,1312.169014
11149,47,1312.256318
39136,120,1312.454845
20094,87,1312.604013
11315,48,1312.690781
57426,160,1312.950511
26868,112,1313.13678
37005,325,1313.668723
20104,87,1313.820473
36545,154,1315.960216
20114,87,1316.102865
25757,86,1316.239501
20099,87,1316.380156
38667,126,1316.580101
38969,125,1316.777198
11315,48,1316.857519
27215,128,1317.057215
-1433470,2301,1322.377167
20094,87,1322.524341
24665,128,1322.733872
11315,48,1322.825118
25294,85,1322.975278
48760,140,1323.204489
11144,47,1323.286274
20265,88,1323.438903
20261,113,1323.628876
42593,119,1323.82239
19114,72,1323.943572
11149,47,1324.030344
37452,165,1326.176742
23142,85,1326.318368
20104,87,1326.458558
20265,88,1326.601156
24389,77,1326.72682
7249,47,1326.809372
42991,116,1326.995383
55555,145,1327.22519
11149,47,1327.305478
11315,48,1327.38836
25606,85,1327.532514
32060,124,1327.738002
