#{"t_start": 1685736041.1088688, "env_id": null}
11164,47,239.668014
-64435,648,240.528778
18595,73,240.63506
27049,127,240.816136
11315,48,240.888942
27215,128,241.067465
60198,147,241.269926
11144,47,241.338739
11315,48,241.40955
66757,405,241.943679
34854,287,242.328175
11315,48,242.399548
11315,48,242.466369
11315,48,242.536184
159509,262,242.887244
11144,47,242.957063
11315,48,243.028867
11315,48,243.095687
11315,48,243.167496
20265,88,243.291709
76116,181,243.541127
11149,47,243.61094
11315,48,243.677762
11315,48,243.749602
11315,48,243.815991
11315,48,243.887799
11315,48,243.955618
11315,48,244.025432
64263,485,244.681939
20265,88,244.811586
18595,73,244.917334
11149,47,244.985153
11315,48,245.055999
33908,106,245.20061
27049,127,245.379083
9865,48,245.447464
55665,206,245.72672
35115,208,246.009961
11315,48,246.078776
11315,48,246.149588
39665,124,246.318699
11149,47,246.385521
69781,405,246.922285
11315,48,246.993092
-494085,1168,248.536395
32165,168,248.767344
-235,488,249.419599
11315,48,249.492404
11315,48,249.559228
57774,199,249.82754
93222,184,250.082023
25563,85,250.208219
97121,212,250.495958
11149,47,250.564774
-21866,595,251.360263
11315,48,251.434061
42788,100,251.590678
31288,552,252.346736
11144,47,252.413557
26915,368,252.92519
68360,475,253.57485
11149,47,253.643656
36065,248,253.979446
11315,48,254.050256
11315,48,254.116053
20265,88,254.24374
11315,48,254.314552
32585,115,254.478119
72172,358,254.961884
11144,47,255.028707
11315,48,255.097552
43239,147,255.304073
11149,47,255.377904
11315,48,255.44672
32165,168,255.676107
11315,48,255.74991
48350,162,255.967329
35899,247,256.304428
9915,48,256.375269
11315,48,256.44608
170978,394,256.97205
11144,47,257.038877
21394,73,257.143592
34949,207,257.42484
11315,48,257.494654
27215,128,257.674175
11315,48,257.74455
11315,48,257.817387
11315,48,257.884239
11315,48,257.953056
36065,248,258.284303
11315,48,258.359103
11315,48,258.425433
35115,208,258.708677
11315,48,258.778489
6214,486,259.485176
11149,47,259.559541
11315,48,259.632379
42584,120,259.804551
11144,47,259.871403
11315,48,259.940318
35115,208,260.231057
11315,48,260.29691
54766,313,260.72416
11149,47,260.795971
11315,48,260.869313
13594,73,260.994008
11149,47,261.068373
148268,438,261.70403
11144,47,261.775837
27215,128,261.956433
11315,48,262.027243
-1922215,2039,264.897269
11149,47,264.956111
32165,168,265.161213
11315,48,265.221053
37029,123,265.377354
11144,47,265.434238
11315,48,265.506018
11315,48,265.567199
85843,187,265.786179
11329,48,265.844059
35015,288,266.191373
19334,73,266.284125
37720,108,266.416299
16808,73,266.504065
24671,84,266.606307
11154,47,266.666127
20265,88,266.773841
38252,126,266.926137
20265,88,267.03333
11315,48,267.093174
53639,162,267.291013
11164,47,267.347898
42747,118,267.492042
29369,428,268.0282
-30706,446,268.591459
11315,48,268.658311
36991,401,269.181137
11149,47,269.246959
11315,48,269.311355
11315,48,269.378179
32165,168,269.60024
11315,48,269.668621
21982,73,269.772348
11149,47,269.837211
11315,48,269.903566
32165,168,270.135987
24994,86,270.258202
32004,167,270.482512
11315,48,270.551353
33133,124,270.723192
-13451,527,271.40814
11315,48,271.481944
19334,73,271.588221
11149,47,271.657564
11315,48,271.726407
11315,48,271.798215
35115,208,272.077672
34155,108,272.23731
20094,87,272.370061
32165,168,272.597176
33001,124,272.775271
44859,164,273.001229
11315,48,273.079587
11315,48,273.148409
36065,248,273.488686
11315,48,273.564483
43099,117,273.741436
19168,72,273.850124
45273,117,274.022363
37743,324,274.466441
11154,47,274.536254
11315,48,274.606135
11315,48,274.681412
11315,48,274.757182
61797,245,275.089511
11154,47,275.160326
60560,206,275.452134
35015,288,275.839266
11315,48,275.913129
11315,48,275.985965
24615,74,276.096207
39331,123,276.28031
25905,83,276.405516
11149,47,276.473365
20265,88,276.605572
-20349,564,277.371303
11149,47,277.442145
11315,48,277.511929
11315,48,277.586745
21293,77,277.705459
32449,113,277.868218
11144,47,277.941588
35015,288,278.333697
11315,48,278.410352
38090,126,278.589033
-405866,1317,280.4216
24334,76,280.539285
11149,47,280.6201
9815,48,280.726298
11315,48,280.810671
16715,74,280.933322
123659,258,281.324294
11149,47,281.393651
11315,48,281.466454
20265,88,281.594118
58578,206,281.887458
11315,48,281.959301
35115,208,282.242177
11315,48,282.315517
11315,48,282.386362
11315,48,282.456707
11315,48,282.531071
9815,48,282.599395
13665,74,282.712493
11144,47,282.780312
54940,285,283.163353
32060,125,283.335492
64950,280,283.714458
31999,167,283.96382
48516,166,284.202216
11315,48,284.284557
41830,148,284.494035
11164,47,284.567398
11315,48,284.643227
24953,86,284.778864
11154,47,284.849675
20265,88,284.985988
11315,48,285.058337
42737,118,285.241904
11149,47,285.317703
11315,48,285.392539
51245,158,285.610153
11164,47,285.686979
11315,48,285.757761
11315,48,285.826638
20265,88,285.956866
-12861497,5013,292.598526
14949,87,292.738184
11315,48,292.816978
11315,48,292.890809
11315,48,292.962624
33712,108,293.135193
25828,84,293.263414
16779,74,293.374257
11144,47,293.445631
78730,325,293.914627
27080,76,294.026326
34844,287,294.446439
11315,48,294.525228
11315,48,294.602584
46865,145,294.82067
11149,47,294.891512
28366,96,295.038091
11144,47,295.117395
86914,190,295.384079
56677,204,295.6593
31804,327,296.101357
11315,48,296.1712
11315,48,296.246
-235,488,296.892044
57485,214,297.192039
126318,191,297.460383
11149,47,297.534521
26115,84,297.659348
11149,47,297.731725
11315,48,297.808079
11315,48,297.876956
11315,48,297.948364
-18713071,5845,305.730219
-1261901,1687,308.173212
26935,77,308.295914
27049,127,308.495647
11315,48,308.568017
11315,48,308.640917
44166,119,308.820542
-64606,647,309.665428
11315,48,309.743249
27215,128,309.936334
116786,208,310.229145
16649,73,310.338888
41846,751,311.425334
11149,47,311.501097
-13285,528,312.209475
38375,118,312.379057
19070,72,312.485255
20099,87,312.633891
11315,48,312.702246
20265,88,312.843407
11315,48,312.925166
11315,48,313.005978
27215,128,313.195747
20265,88,313.336874
11315,48,313.408286
11315,48,313.482625
69413,404,314.074186
66759,245,314.449236
11149,47,314.526032
11315,48,314.607351
31986,113,314.785895
40939,119,314.95719
31799,327,315.391935
11315,48,315.467267
11315,48,315.539047
11315,48,315.609368
11315,48,315.686167
11315,48,315.756009
71785,315,316.199468
11149,47,316.278794
11315,48,316.352597
-189685,848,317.556581
101891,305,317.96705
11144,47,318.043375
-64435,648,318.938769
11315,48,319.008579
11315,48,319.087434
11315,48,319.163265
11315,48,319.237267
11315,48,319.310606
11315,48,319.389491
11315,48,319.465285
27215,128,319.647368
27215,128,319.828396
19865,408,320.434354
11315,48,320.505207
43477,194,320.790993
11149,47,320.860838
11315,48,320.92922
11315,48,321.002053
11315,48,321.075401
11315,48,321.149266
11315,48,321.221073
31091,108,321.396067
94543,173,321.667392
24835,84,321.799306
11154,47,321.872409
74090,266,322.257676
11315,48,322.325467
11315,48,322.398608
11315,48,322.464457
32165,168,322.696432
27215,128,322.877025
11315,48,322.947347
11315,48,323.015167
11315,48,323.088533
41360,339,323.541802
20099,87,323.66048
58615,326,324.080983
26834,73,324.184709
-28136,704,325.104881
25856,83,325.220926
11149,47,325.289742
36065,248,325.620854
11315,48,325.68868
11315,48,325.755497
11315,48,325.823316
11315,48,325.891135
11315,48,325.960948
20265,88,326.093594
11315,48,326.160415
11315,48,326.226804
59725,151,326.432324
11149,47,326.500143
11315,48,326.570952
11315,48,326.637806
11315,48,326.707619
36065,248,327.038734
24960,85,327.159384
11154,47,327.228227
11315,48,327.296046
11315,48,327.366857
11315,48,327.435673
32053,405,327.969872
11149,47,328.037724
16765,74,328.140659
2578,644,328.990822
11315,48,329.059638
42805,135,329.248134
11144,47,329.322935
11315,48,329.38876
27215,128,329.565321
42088,113,329.723555
13744,73,329.826254
11144,47,329.895096
11315,48,329.961951
57547,161,330.181927
11144,47,330.256722
11315,48,330.323546
35115,208,330.606791
-235,488,331.251169
36065,248,331.590765
11315,48,331.661144
25851,84,331.782788
9799,47,331.84864
-3383371,2730,335.489085
11329,48,335.558872
11315,48,335.627687
11315,48,335.700493
11315,48,335.774323
11315,48,335.843171
57346,206,336.133397
59046,228,336.457137
99950,208,336.753854
21845,73,336.856576
11149,47,336.923398
42384,112,337.083968
-604437,1400,338.940794
-4063301,2807,342.691457
11315,48,342.763828
11315,48,342.835176
44755,99,342.9773
34849,287,343.370819
3795,710,344.318351
68319,187,344.576357
11164,47,344.648165
11315,48,344.717979
11315,48,344.78879
11315,48,344.855611
11315,48,344.927422
11315,48,344.996234
11315,48,345.067045
42913,106,345.210662
29516,112,345.371232
11149,47,345.439051
20265,88,345.562751
27311,77,345.67246
42580,244,345.999126
11149,47,346.067509
72585,286,346.455472
11315,48,346.526283
-749335,1368,348.340094
20265,88,348.470343
11315,48,348.543148
11315,48,348.62194
11315,48,348.692778
11315,48,348.763622
51045,166,348.990119
50863,128,349.171659
11144,47,349.244466
11315,48,349.311286
35115,208,349.597522
11315,48,349.667335
11315,48,349.737121
11315,48,349.80696
59865,195,350.07724
35914,247,350.416397
11315,48,350.488235
11315,48,350.556053
19236,73,350.662337
27049,127,350.83787
-227356,976,352.124651
11149,47,352.196459
11315,48,352.263281
40865,314,352.688146
11144,47,352.755964
25779,85,352.880636
34949,207,353.158949
20265,88,353.287605
37320,125,353.466691
24915,85,353.587932
11154,47,353.654753
25076,86,353.778423
11154,47,353.846241
11315,48,353.919054
11315,48,353.986866
20265,88,354.114524
35115,208,354.39677
11315,48,354.467582
11315,48,354.538423
85228,280,354.91003
11329,48,354.980839
11315,48,355.051158
11315,48,355.119539
11315,48,355.192317
11315,48,355.26116
104632,303,355.672069
11144,47,355.737886
11315,48,355.807672
27445,114,355.966275
94926,435,356.552932
11149,47,356.619292
13594,73,356.726572
27049,127,356.901112
11315,48,356.971917
11315,48,357.04173
-10120361,4386,362.909722
11149,47,362.983099
11315,48,363.05191
87443,230,363.368951
42438,119,363.537528
11144,47,363.606344
11315,48,363.677126
11315,48,363.745943
63216,152,363.9594
11149,47,364.025222
20265,88,364.153449
11315,48,364.221278
20265,88,364.349959
43227,284,364.736083
44430,523,365.440743
21965,74,365.552467
57214,153,365.764464
163519,431,366.341747
51559,152,366.553181
85769,251,366.894273
11144,47,366.964084
11315,48,367.038855
-235,488,367.691342
32165,168,367.923284
-13285,528,368.625412
11315,48,368.699336
28302,95,368.837536
25123,84,368.959236
68612,138,369.149765
27549,113,369.312896
11315,48,369.383707
20265,88,369.510503
16415,74,369.613229
11144,47,369.681047
78650,568,370.436594
11144,47,370.507537
11315,48,370.577352
11315,48,370.655159
25257,113,370.811771
37857,164,371.03308
-527678,1323,372.794045
81411,360,373.280742
11149,47,373.347573
102615,318,373.778039
11149,47,373.850846
65939,245,374.187541
11315,48,374.257355
11315,48,374.327166
32165,168,374.555555
11315,48,374.628361
11315,48,374.700169
-52875435,9448,387.462674
11315,48,387.539504
11315,48,387.61622
19865,408,388.169152
11315,48,388.248939
8565,48,388.320746
11315,48,388.397546
48105,148,388.606578
11149,47,388.68414
24871,86,388.812361
35026,605,389.629179
11315,48,389.700524
52776,129,389.882109
20094,87,390.001354
45585,107,390.165484
20094,87,390.299183
72673,139,390.496206
11144,47,390.561514
63921,321,391.019988
11154,47,391.088871
35015,288,391.500949
20265,88,391.625679
19865,408,392.165058
27215,128,392.347575
11315,48,392.417415
8465,48,392.493213
46860,102,392.638391
11144,47,392.71319
11315,48,392.785996
11315,48,392.853346
11315,48,392.928502
35355,107,393.08452
35894,247,393.420566
25895,84,393.542741
11149,47,393.612559
11315,48,393.685385
25563,85,393.808063
20099,87,393.937383
11315,48,394.010188
11315,48,394.079567
53183,239,394.407316
11144,47,394.478121
24378,79,394.597803
11149,47,394.667214
11315,48,394.741015
11315,48,394.810826
11315,48,394.88564
11315,48,394.955453
11315,48,395.029259
25035,86,395.150356
11154,47,395.222165
11315,48,395.293577
20265,88,395.42326
11315,48,395.496065
11315,48,395.567719
76337,317,395.992245
31814,327,396.429258
-373149,1078,397.843055
27049,127,398.027118
11315,48,398.09849
11315,48,398.17232
11315,48,398.244128
11315,48,398.318465
11315,48,398.396232
11315,48,398.470064
11315,48,398.544864
11315,48,398.619648
-107429482,13712,416.988129
11149,47,417.056452
24871,86,417.188279
11154,47,417.256629
31965,328,417.727148
11315,48,417.797931
11315,48,417.871447
11315,48,417.949237
11315,48,418.028164
117602,460,418.684061
11164,47,418.756873
11315,48,418.830669
11315,48,418.9055
11315,48,418.975823
25939,84,419.099065
11149,47,419.171439
11315,48,419.242245
40265,125,419.419641
-13285,528,420.11485
11315,48,420.191179
11315,48,420.262988
11315,48,420.335366
9815,48,420.409235
20265,88,420.535926
11315,48,420.61029
19334,73,420.723024
11149,47,420.795861
37595,114,420.963138
11164,47,421.029993
43436,120,421.202981
11144,47,421.28177
58987,140,421.479389
11149,47,421.5492
11315,48,421.621005
-64435,648,422.478001
11315,48,422.555399
26936,113,422.719987
11149,47,422.794821
11315,48,422.870193
11315,48,422.941506
-108535,728,423.902647
11315,48,423.977451
5155,117,424.149649
35894,247,424.492383
32837,405,425.039253
61901,331,425.48854
77312,321,425.924963
11315,48,426.003752
72795,285,426.395805
11315,48,426.472602
57472,206,426.763491
11315,48,426.838293
25606,85,426.965545
11149,47,427.033366
40109,113,427.195441
26308,73,427.307367
11149,47,427.37815
45299,510,428.052208
11144,47,428.124029
11315,48,428.197831
27215,128,428.377382
64681,167,428.604408
29344,113,428.774969
97804,268,429.145875
11164,47,429.220244
11315,48,429.291055
81597,205,429.56888
35894,247,429.905562
-34942285,7728,440.237177
11315,48,440.31355
11315,48,440.390702
11315,48,440.469463
26935,77,440.595124
25949,83,440.718197
31999,167,440.954289
11315,48,441.028622
11315,48,441.102127
21714,77,441.215952
20094,87,441.349077
11315,48,441.421455
36065,248,441.760148
32165,168,441.994028
11315,48,442.067396
11315,48,442.143171
11315,48,442.213596
11315,48,442.288594
36419,109,442.445145
11149,47,442.517169
31965,328,442.95445
11315,48,443.027992
11315,48,443.098832
11315,48,443.172638
11315,48,443.249432
-806385,1408,445.119752
20265,88,445.259413
11315,48,445.339177
11315,48,445.406564
-307341,1005,446.803043
11154,47,446.877069
39602,566,447.622357
27215,128,447.808452
11315,48,447.877296
104445,277,448.254458
11149,47,448.329288
31965,328,448.779773
35015,288,449.178453
-15623055,5398,456.337595
-92633821,12638,473.468293
118654,354,473.951383
11164,47,474.01621
-529817,1204,475.598281
154627,298,476.014175
11149,47,476.090002
26295,73,476.199544
42307,117,476.36929
13799,73,476.482986
-12965806,4807,482.930192
11315,48,483.008952
-13856,685,484.019216
11154,47,484.088068
11315,48,484.159442
11315,48,484.231284
26781,79,484.351028
11149,47,484.423376
170725,420,485.076559
21295,74,485.184274
11149,47,485.266055
11315,48,485.337394
11315,48,485.41023
11315,48,485.480076
32815,114,485.645202
46143,459,486.271901
11164,47,486.342192
11315,48,486.407077
67118,405,486.972164
11154,47,487.041978
32165,168,487.279471
11315,48,487.352312
11315,48,487.423182
55854,126,487.61672
20099,87,487.745408
11315,48,487.821687
-235,488,488.479697
13765,74,488.600348
54176,562,489.392022
63046,223,489.694145
32286,106,489.850888
23186,83,489.97394
74873,175,490.227429
41726,119,490.398544
11149,47,490.480833
11315,48,490.558654
39665,124,490.7286
11149,47,490.796452
130052,554,491.567637
11149,47,491.637454
-4728385,3008,495.686212
21982,73,495.797482
24869,85,495.925233
11154,47,495.996608
9965,48,496.068447
11315,48,496.141285
-14879,565,496.891204
31999,167,497.131224
-12513535,4728,503.480607
11315,48,503.56148
11315,48,503.63631
11315,48,503.7161
11315,48,503.786907
35115,208,504.075394
11315,48,504.149226
11315,48,504.222061
27215,128,504.406138
7265,48,504.476976
35115,208,504.766299
11315,48,504.843095
-1177434,1725,507.09694
11154,47,507.170341
11315,48,507.245703
11315,48,507.3215
-6051835,3368,511.78876
-364935,1048,513.234807
11315,48,513.321712
11315,48,513.401238
31007,96,513.540431
11144,47,513.615236
9865,48,513.691063
24029,74,513.80775
51224,164,514.046147
11315,48,514.11755
-45385,608,514.940116
11315,48,515.017939
24965,74,515.13018
11144,47,515.196569
11315,48,515.264387
35115,208,515.556268
24783,79,515.673958
21641,76,515.786656
34944,207,516.069493
11315,48,516.141304
11315,48,516.215108
11315,48,516.28648
26351,85,516.411216
11149,47,516.485218
11315,48,516.556589
11315,48,516.625435
20265,88,516.756122
11315,48,516.829302
11315,48,516.903131
25042,85,517.02381
91158,218,517.322804
65763,244,517.65807
11315,48,517.728877
59641,205,518.015213
37495,139,518.213027
44360,160,518.432431
16524,74,518.543167
22564,972,519.819404
47151,164,520.053405
11154,47,520.12727
31965,328,520.571584
35015,288,520.966225
11315,48,521.040025
11315,48,521.117015
11315,48,521.187335
11315,48,521.26117
11315,48,521.339525
26027,84,521.462228
45206,409,522.012949
134522,355,522.490017
19111,432,523.066908
34849,273,523.447253
11144,47,523.523049
11315,48,523.600409
32165,168,523.837375
19865,408,524.385977
95017,407,524.933162
11144,47,525.005966
-652616,1311,526.756414
11144,47,526.820274
21763,77,526.938136
11144,47,527.005957
46624,110,527.178223
65989,442,527.820463
65771,244,528.166561
11315,48,528.242924
11315,48,528.313298
-1183083,1765,530.645622
-513406,1192,532.212798
-65221,1055,533.608859
79568,436,534.192978
11149,47,534.265786
32165,168,534.502294
11315,48,534.57815
11315,48,534.653507
35015,288,535.042066
11315,48,535.118459
31965,328,535.564018
11315,48,535.634444
52039,259,535.992361
11144,47,536.063204
94474,678,536.972015
11149,47,537.040396
11315,48,537.117229
42705,194,537.389073
11315,48,537.464441
11315,48,537.537221
36065,248,537.873241
45899,419,538.430022
50203,169,538.667523
-100214,885,539.836743
34938,159,540.063737
31756,153,540.292135
-3778487,2844,544.136474
11149,47,544.213271
11315,48,544.289038
20265,88,544.422425
32165,168,544.660358
11315,48,544.731169
11315,48,544.807474
44195,267,545.179144
11144,47,545.251957
-64435,648,546.124258
35015,288,546.519234
95982,300,546.923441
11164,47,546.998241
55604,277,547.377519
-64913,679,548.272257
66237,229,548.588513
-1322935,1724,550.935252
20099,87,551.066463
-28335,568,551.834138
-160635,808,552.896196
11315,48,552.969004
11315,48,553.041807
31136,353,553.514241
69259,267,553.91537
27044,127,554.095484
11315,48,554.167289
35015,288,554.589202
11315,48,554.656615
11315,48,554.730391
62865,152,554.967386
47219,353,555.47086
11164,47,555.540702
11315,48,555.614068
11315,48,555.68641
11315,48,555.759216
27535,80,555.873901
11149,47,555.94533
60415,151,556.152349
96602,458,556.754738
35914,247,557.087386
11315,48,557.166176
-165224,838,558.29894
19699,407,558.856138
64926,245,559.200198
11149,47,559.276533
19865,408,559.833365
41211,110,560.000482
24449,73,560.122188
11144,47,560.193505
20265,88,560.32397
24580,76,560.444277
11144,47,560.51409
13915,74,560.624391
27044,127,560.807442
11315,48,560.882243
35115,208,561.167084
9965,48,561.241908
11315,48,561.314225
11315,48,561.387033
21982,73,561.502288
39163,123,561.673479
84757,273,562.046146
11164,47,562.11849
11315,48,562.191294
21730,76,562.303992
16594,73,562.415265
11144,47,562.487072
59349,205,562.776894
11315,48,562.846301
-2810459,2508,566.179338
11149,47,566.252142
11315,48,566.32827
25001,85,566.459375
27054,127,566.645393
-167058,995,567.993042
11144,47,568.068839
11315,48,568.142092
11315,48,568.215414
11315,48,568.290214
42815,120,568.486241
-189856,847,569.676267
27733,490,570.315785
31994,167,570.558701
27215,128,570.743239
71682,445,571.337875
-213297,1002,572.664516
25372,78,572.782229
70997,347,573.250158
11144,47,573.32552
11315,48,573.398356
10815,448,573.997816
11315,48,574.074611
11315,48,574.149439
11315,48,574.219255
-311680,1099,575.65061
87861,174,575.896536
16421,72,576.003283
96870,453,576.599071
11315,48,576.67244
11315,48,576.746243
82405,181,576.996234
20099,87,577.127477
11315,48,577.199285
39198,97,577.338918
31994,167,577.576452
51130,198,577.853334
20099,87,577.983185
11315,48,578.057983
34638,113,578.218525
27049,127,578.396818
35115,208,578.677766
67251,364,579.160678
1460,685,580.060121
143285,1104,581.553646
36852,112,581.717271
24395,106,581.879391
24331,85,582.011044
-1229507,1797,584.458386
27049,127,584.644489
11315,48,584.714303
53909,188,584.977361
67451,323,585.422267
11154,47,585.501053
20265,88,585.63452
11315,48,585.710348
41870,437,586.287889
11149,47,586.361727
11315,48,586.434551
37033,126,586.613106
37731,124,586.78524
11154,47,586.858552
21982,73,586.968262
140601,244,587.303991
11149,47,587.37947
11315,48,587.453269
20265,88,587.581942
577,509,588.256079
-65758,776,589.27661
42064,113,589.440797
-216438,924,590.734084
11315,48,590.80689
86730,1071,592.289174
50766,147,592.489666
92544,198,592.756519
11144,47,592.822344
65932,407,593.358977
11315,48,593.430786
11315,48,593.502594
11315,48,593.568418
11315,48,593.638203
39476,566,594.393838
11154,47,594.459691
11315,48,594.526512
11315,48,594.596888
42759,120,594.763572
23936,85,594.888239
20099,87,595.010912
38325,356,595.507583
11144,47,595.579391
11315,48,595.651199
11315,48,595.718587
11315,48,595.789401
11315,48,595.857251
92330,162,596.089692
11144,47,596.153494
11315,48,596.223814
11315,48,596.292632
108492,267,596.659678
11164,47,596.731485
-108134,757,597.746965
26356,73,597.857205
11149,47,597.923029
39791,157,598.142444
11149,47,598.209265
36065,248,598.547362
11315,48,598.618169
11315,48,598.688549
11315,48,598.756374
20265,88,598.88309
36065,248,599.216765
11315,48,599.287142
83037,308,599.704025
38939,124,599.876564
11149,47,599.946379
37147,108,600.094981
11149,47,600.165796
124491,296,600.5618
-280595,1124,602.055598
11315,48,602.127437
11315,48,602.198251
36065,248,602.532928
35995,146,602.734522
-304129,1107,604.203966
-108701,727,605.185445
11315,48,605.258514
11315,48,605.328361
41865,234,605.643574
11144,47,605.714386
24164,510,606.39782
9649,47,606.469625
11315,48,606.53941
11315,48,606.609253
38287,118,606.780796
11149,47,606.847615
11315,48,606.918425
31965,328,607.35791
11315,48,607.430717
11315,48,607.500066
11315,48,607.567449
11315,48,607.637739
11315,48,607.705586
11315,48,607.775399
11315,48,607.841224
11315,48,607.909042
67012,445,608.509438
35904,247,608.844638
49744,220,609.171464
11144,47,609.240281
11315,48,609.312089
11315,48,609.379908
37401,125,609.560426
35904,247,609.903509
35115,208,610.19925
11315,48,610.267072
-45385,608,611.091491
11315,48,611.162306
11315,48,611.235111
11315,48,611.300935
67734,428,611.871036
11144,47,611.941848
11315,48,612.012691
11315,48,612.080789
158033,250,612.417017
11315,48,612.487828
10815,448,613.089221
-160635,808,614.168374
20265,88,614.298024
37564,125,614.476552
-28496,567,615.235123
11315,48,615.30693
11315,48,615.37475
11315,48,615.443568
11315,48,615.512383
20265,88,615.638613
32165,168,615.870993
11315,48,615.944789
11315,48,616.013609
11315,48,616.084419
11315,48,616.150243
42212,120,616.317796
-215395,1119,617.800492
11315,48,617.866316
11315,48,617.933697
11315,48,618.004543
11315,48,618.073359
24811,77,618.186057
11144,47,618.252879
64391,246,618.588553
11315,48,618.660354
35015,288,619.047321
11315,48,619.117134
62174,199,619.38841
11144,47,619.459256
11315,48,619.529098
-13285,528,620.231558
19865,408,620.779092
86023,229,621.089264
37969,106,621.244792
11144,47,621.314608
35015,288,621.70662
11315,48,621.779964
11315,48,621.848316
11315,48,621.919155
11315,48,621.991529
16715,74,622.095253
11144,47,622.162074
11315,48,622.232884
26915,368,622.740527
11315,48,622.812335
11315,48,622.879719
56820,144,623.080215
24299,127,623.261731
11315,48,623.337037
11315,48,623.408875
32165,168,623.636369
-2978570,2519,627.013247
-659716,1432,628.926259
-1991501,2189,631.878284
42000,112,632.047888
51782,367,632.566392
11144,47,632.640199
11315,48,632.712034
11315,48,632.783842
11315,48,632.855161
11315,48,632.930992
35015,288,633.346475
11315,48,633.415327
52087,199,633.698673
27078,79,633.815393
2364,681,634.719856
11149,47,634.789679
6015,48,634.862486
11315,48,634.937309
26855,75,635.046988
11149,47,635.12336
61748,166,635.365256
20099,87,635.494039
11315,48,635.56345
11315,48,635.634325
36065,248,635.999897
11315,48,636.073729
11315,48,636.155581
11315,48,636.228955
11315,48,636.306286
11315,48,636.379018
11315,48,636.44831
11315,48,636.529421
56005,189,636.799256
11144,47,636.868077
69964,325,637.333975
11154,47,637.398804
11315,48,637.469615
11315,48,637.544414
11315,48,637.621227
11315,48,637.693542
43616,117,637.881134
22781,310,638.307714
52040,191,638.586438
11144,47,638.66127
11315,48,638.727662
147415,338,639.216429
9714,47,639.284218
36065,248,639.646639
11315,48,639.719449
11315,48,639.791256
11315,48,639.867079
11315,48,639.936461
11315,48,640.007276
26781,79,640.126366
11149,47,640.195182
40808,98,640.341185
11144,47,640.41097
39755,125,640.594119
27215,128,640.779181
24912,86,640.901517
11154,47,640.971886
21933,73,641.078113
53017,284,641.491307
43251,108,641.650392
19163,72,641.757137
11149,47,641.831445
11315,48,641.904253
74475,401,642.473244
26975,78,642.589412
11149,47,642.66222
20265,88,642.79589
44010,147,643.007479
-9892,705,644.011007
19163,72,644.122335
-175345,844,645.232181
52795,158,645.454307
